#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	31228	33228	0.617000	0.383000	631	394	372	603	0	0	2000
000000F	32113	34113	0.592000	0.408000	612	476	340	572	0	0	2000
000000F	32941	34941	0.592000	0.408000	604	443	373	580	0	0	2000
000000F	33548	35548	0.603000	0.397000	623	380	414	583	0	0	2000
000000F	42121	44121	0.516500	0.483500	514	574	393	519	0	0	2000
000000F	45015	47015	0.587500	0.412500	514	401	424	661	0	0	2000
000000F	49618	51618	0.573500	0.426500	655	470	383	492	0	0	2000
000000F	51602	53602	0.456500	0.543500	525	470	617	388	0	0	2000
000000F	52811	54811	0.594500	0.405500	699	355	456	490	0	0	2000
000000F	65502	67502	0.600500	0.399500	585	332	467	616	0	0	2000
000000F	87787	89787	0.501000	0.499000	467	572	426	535	0	0	2000
000000F	87789	89789	0.501500	0.498500	468	573	424	535	0	0	2000
000000F	87790	89790	0.501500	0.498500	468	573	424	535	0	0	2000
000000F	87884	89884	0.498000	0.502000	466	585	419	530	0	0	2000
000000F	88692	90692	0.536500	0.463500	561	548	379	512	0	0	2000
000000F	104827	106827	0.620000	0.380000	616	341	419	624	0	0	2000
000000F	113477	115477	0.483500	0.516500	504	606	427	463	0	0	2000
000000F	113522	115522	0.479500	0.520500	497	609	432	462	0	0	2000
000000F	113532	115532	0.477500	0.522500	495	611	434	460	0	0	2000
000000F	113731	115731	0.467500	0.532500	486	612	453	449	0	0	2000
000000F	129043	131043	0.468000	0.532000	434	525	539	502	0	0	2000
000000F	134655	136655	0.538500	0.461500	564	413	510	513	0	0	2000
000000F	134656	136656	0.538000	0.462000	563	414	510	513	0	0	2000
000000F	139992	141992	0.501500	0.498500	477	437	560	526	0	0	2000
000000F	140410	142410	0.520000	0.480000	463	430	530	577	0	0	2000
000000F	140411	142411	0.520500	0.479500	464	430	529	577	0	0	2000
000000F	148550	150550	0.593000	0.407000	702	459	355	484	0	0	2000
000000F	164669	166669	0.511000	0.489000	632	441	537	390	0	0	2000
000000F	167929	169929	0.499000	0.501000	545	445	557	453	0	0	2000
000000F	170581	172581	0.474000	0.526000	504	641	411	444	0	0	2000
000000F	170588	172588	0.474500	0.525500	506	641	410	443	0	0	2000
000000F	171982	173982	0.378000	0.622000	405	677	567	351	0	0	2000
000000F	171985	173985	0.378000	0.622000	405	677	567	351	0	0	2000
000000F	171989	173989	0.377500	0.622500	404	679	566	351	0	0	2000
000000F	171991	173991	0.377500	0.622500	404	678	567	351	0	0	2000
000000F	172003	174003	0.375500	0.624500	401	681	568	350	0	0	2000
000000F	172019	174019	0.372500	0.627500	399	687	568	346	0	0	2000
000000F	173169	175169	0.410000	0.590000	417	659	521	403	0	0	2000
000000F	173180	175180	0.409000	0.591000	416	661	521	402	0	0	2000
000000F	173182	175182	0.409000	0.591000	416	662	520	402	0	0	2000
000000F	173534	175534	0.427000	0.573000	431	661	485	423	0	0	2000
000000F	173536	175536	0.427500	0.572500	431	660	485	424	0	0	2000
000000F	173665	175665	0.448500	0.551500	452	632	471	445	0	0	2000
000000F	173684	175684	0.451500	0.548500	454	630	467	449	0	0	2000
000000F	204409	206409	0.583000	0.417000	551	446	388	615	0	0	2000
000000F	209837	211837	0.491500	0.508500	400	483	534	583	0	0	2000
000000F	209840	211840	0.490500	0.509500	398	483	536	583	0	0	2000
000000F	209855	211855	0.489500	0.510500	394	485	536	585	0	0	2000
000000F	209856	211856	0.489000	0.511000	393	486	536	585	0	0	2000
000000F	211165	213165	0.453500	0.546500	414	501	592	493	0	0	2000
000000F	212152	214152	0.491000	0.509000	442	580	438	540	0	0	2000
000000F	212199	214199	0.494000	0.506000	436	581	431	552	0	0	2000
000000F	212201	214201	0.493000	0.507000	436	583	431	550	0	0	2000
000000F	212204	214204	0.492500	0.507500	435	585	430	550	0	0	2000
000000F	212236	214236	0.495500	0.504500	439	584	425	552	0	0	2000
000000F	212691	214691	0.513000	0.487000	456	586	388	570	0	0	2000
000000F	212712	214712	0.516000	0.484000	457	586	382	575	0	0	2000
000000F	212714	214714	0.516000	0.484000	457	586	382	575	0	0	2000
000000F	212715	214715	0.516000	0.484000	457	585	383	575	0	0	2000
000000F	249078	251078	0.611500	0.388500	602	405	372	621	0	0	2000
000000F	249079	251079	0.611000	0.389000	602	405	373	620	0	0	2000
000000F	249091	251091	0.611000	0.389000	597	403	375	625	0	0	2000
000000F	249092	251092	0.611000	0.389000	597	403	375	625	0	0	2000
000000F	249329	251329	0.609500	0.390500	605	416	365	614	0	0	2000
000000F	249331	251331	0.609500	0.390500	604	416	365	615	0	0	2000
000000F	249337	251337	0.609000	0.391000	606	417	365	612	0	0	2000
000000F	250253	252253	0.612000	0.388000	611	382	394	613	0	0	2000
000000F	250254	252254	0.612500	0.387500	612	382	393	613	0	0	2000
000000F	250272	252272	0.614500	0.385500	617	379	392	612	0	0	2000
000000F	251549	253549	0.577500	0.422500	596	393	452	559	0	0	2000
000000F	251554	253554	0.576000	0.424000	594	394	454	558	0	0	2000
000000F	251557	253557	0.574500	0.425500	591	395	456	558	0	0	2000
000000F	251559	253559	0.574000	0.426000	590	395	457	558	0	0	2000
000000F	251560	253560	0.573500	0.426500	589	396	457	558	0	0	2000
000000F	251561	253561	0.573000	0.427000	589	396	458	557	0	0	2000
