#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	1	1549	0.543282	0.456718	425	375	332	416	0	0	1548
000000F	1	1575	0.544473	0.455527	432	380	337	425	0	0	1574
000000F	9965	11965	0.576500	0.423500	551	446	401	602	0	0	2000
000000F	28940	30940	0.459000	0.541000	312	493	589	606	0	0	2000
000000F	29438	31438	0.458000	0.542000	296	493	591	620	0	0	2000
000000F	29450	31450	0.459500	0.540500	295	495	586	624	0	0	2000
000000F	31106	33106	0.612500	0.387500	623	389	386	602	0	0	2000
000000F	31217	33217	0.617000	0.383000	633	393	373	601	0	0	2000
000000F	31643	33643	0.621500	0.378500	659	430	327	584	0	0	2000
000000F	31645	33645	0.621000	0.379000	659	430	328	583	0	0	2000
000000F	31686	33686	0.622000	0.378000	661	432	324	583	0	0	2000
000000F	32031	34031	0.591500	0.408500	618	467	350	565	0	0	2000
000000F	32035	34035	0.591500	0.408500	617	467	350	566	0	0	2000
000000F	32261	34261	0.596500	0.403500	619	468	339	574	0	0	2000
000000F	32335	34335	0.595000	0.405000	620	472	338	570	0	0	2000
000000F	35766	37766	0.555000	0.445000	536	423	467	574	0	0	2000
000000F	35767	37767	0.555000	0.445000	536	422	468	574	0	0	2000
000000F	35769	37769	0.555500	0.444500	537	422	467	574	0	0	2000
000000F	35772	37772	0.555500	0.444500	537	422	467	574	0	0	2000
000000F	35784	37784	0.552000	0.448000	536	427	469	568	0	0	2000
000000F	35790	37790	0.551500	0.448500	537	427	470	566	0	0	2000
000000F	35794	37794	0.551000	0.449000	536	427	471	566	0	0	2000
000000F	36508	38508	0.485500	0.514500	469	512	517	502	0	0	2000
000000F	36509	38509	0.485500	0.514500	469	513	516	502	0	0	2000
000000F	36512	38512	0.485500	0.514500	470	515	514	501	0	0	2000
000000F	36596	38596	0.481500	0.518500	464	518	519	499	0	0	2000
000000F	36599	38599	0.481500	0.518500	465	516	521	498	0	0	2000
000000F	36800	38800	0.470000	0.530000	453	541	519	487	0	0	2000
000000F	39868	41868	0.481500	0.518500	486	494	543	477	0	0	2000
000000F	39916	41916	0.486000	0.514000	484	486	542	488	0	0	2000
000000F	42859	44859	0.506500	0.493500	535	623	364	478	0	0	2000
000000F	44613	46613	0.580500	0.419500	527	433	406	634	0	0	2000
000000F	44621	46621	0.581500	0.418500	527	429	408	636	0	0	2000
000000F	44627	46627	0.581500	0.418500	530	429	408	633	0	0	2000
000000F	44634	46634	0.581500	0.418500	528	429	408	635	0	0	2000
000000F	44710	46710	0.581000	0.419000	521	424	414	641	0	0	2000
000000F	45313	47313	0.577000	0.423000	502	378	468	652	0	0	2000
000000F	45348	47348	0.581000	0.419000	509	368	470	653	0	0	2000
000000F	46992	48992	0.620500	0.379500	655	357	402	586	0	0	2000
000000F	48174	50174	0.590000	0.410000	595	499	321	585	0	0	2000
000000F	48434	50434	0.581500	0.418500	606	514	323	557	0	0	2000
000000F	48436	50436	0.581000	0.419000	605	514	324	557	0	0	2000
000000F	48626	50626	0.572000	0.428000	615	534	322	529	0	0	2000
000000F	48627	50627	0.572000	0.428000	615	535	321	529	0	0	2000
000000F	48628	50628	0.572000	0.428000	615	535	321	529	0	0	2000
000000F	49502	51502	0.578000	0.422000	663	475	369	493	0	0	2000
000000F	49513	51513	0.577000	0.423000	664	474	372	490	0	0	2000
000000F	49514	51514	0.577500	0.422500	664	474	371	491	0	0	2000
000000F	49538	51538	0.576000	0.424000	662	474	374	490	0	0	2000
000000F	50232	52232	0.526500	0.473500	598	450	497	455	0	0	2000
000000F	52378	54378	0.556000	0.444000	647	395	493	465	0	0	2000
000000F	52381	54381	0.555500	0.444500	646	396	493	465	0	0	2000
000000F	52699	54699	0.587500	0.412500	683	353	472	492	0	0	2000
000000F	52717	54717	0.589500	0.410500	688	350	471	491	0	0	2000
000000F	52803	54803	0.594500	0.405500	696	355	456	493	0	0	2000
000000F	55715	57715	0.648500	0.351500	695	368	335	602	0	0	2000
000000F	55717	57717	0.648500	0.351500	696	369	334	601	0	0	2000
000000F	55721	57721	0.649000	0.351000	696	367	335	602	0	0	2000
000000F	59474	61474	0.625000	0.375000	657	411	339	593	0	0	2000
000000F	65502	67502	0.600500	0.399500	585	332	467	616	0	0	2000
000000F	65754	67754	0.599000	0.401000	552	308	494	646	0	0	2000
000000F	65764	67764	0.599500	0.400500	553	309	492	646	0	0	2000
000000F	65767	67767	0.599000	0.401000	552	309	493	646	0	0	2000
000000F	67631	69631	0.607000	0.393000	501	268	518	713	0	0	2000
000000F	67747	69747	0.604500	0.395500	506	282	509	703	0	0	2000
000000F	67818	69818	0.604500	0.395500	513	279	512	696	0	0	2000
000000F	67849	69849	0.605000	0.395000	518	276	514	692	0	0	2000
000000F	67870	69870	0.602000	0.398000	520	276	520	684	0	0	2000
000000F	67915	69915	0.603000	0.397000	526	272	522	680	0	0	2000
000000F	67917	69917	0.602500	0.397500	527	272	523	678	0	0	2000
000000F	67939	69939	0.601000	0.399000	532	276	522	670	0	0	2000
000000F	70867	72867	0.616500	0.383500	586	330	437	647	0	0	2000
000000F	74628	76628	0.495500	0.504500	495	511	498	496	0	0	2000
000000F	75395	77395	0.551000	0.449000	537	474	424	565	0	0	2000
000000F	75397	77397	0.550500	0.449500	538	475	424	563	0	0	2000
000000F	75409	77409	0.550500	0.449500	537	478	421	564	0	0	2000
000000F	75410	77410	0.550500	0.449500	537	479	420	564	0	0	2000
000000F	75411	77411	0.551000	0.449000	537	479	419	565	0	0	2000
000000F	75421	77421	0.553000	0.447000	540	477	417	566	0	0	2000
000000F	75423	77423	0.553000	0.447000	541	477	417	565	0	0	2000
000000F	75426	77426	0.554000	0.446000	543	477	415	565	0	0	2000
000000F	77233	79233	0.613500	0.386500	625	410	363	602	0	0	2000
000000F	77280	79280	0.611500	0.388500	629	412	365	594	0	0	2000
000000F	82669	84669	0.623500	0.376500	496	304	449	751	0	0	2000
000000F	82992	84992	0.603000	0.397000	510	327	467	696	0	0	2000
000000F	82994	84994	0.603000	0.397000	509	328	466	697	0	0	2000
000000F	89201	91201	0.577000	0.423000	627	469	377	527	0	0	2000
000000F	89206	91206	0.577000	0.423000	627	467	379	527	0	0	2000
000000F	91132	93132	0.553000	0.447000	516	459	435	590	0	0	2000
000000F	100531	102531	0.574500	0.425500	485	486	365	664	0	0	2000
000000F	100540	102540	0.573500	0.426500	485	487	366	662	0	0	2000
000000F	100543	102543	0.574000	0.426000	485	485	367	663	0	0	2000
000000F	100564	102564	0.573000	0.427000	485	487	367	661	0	0	2000
000000F	100585	102585	0.572500	0.427500	484	485	370	661	0	0	2000
000000F	100594	102594	0.573500	0.426500	487	481	372	660	0	0	2000
000000F	100597	102597	0.572500	0.427500	486	482	373	659	0	0	2000
000000F	100605	102605	0.573500	0.426500	487	480	373	660	0	0	2000
000000F	101082	103082	0.572000	0.428000	461	434	422	683	0	0	2000
000000F	101153	103153	0.569500	0.430500	452	436	425	687	0	0	2000
000000F	101167	103167	0.571000	0.429000	454	439	419	688	0	0	2000
000000F	101170	103170	0.571000	0.429000	454	438	420	688	0	0	2000
000000F	101175	103175	0.572000	0.428000	452	437	419	692	0	0	2000
000000F	104814	106814	0.618000	0.382000	618	346	418	618	0	0	2000
000000F	107767	109767	0.548500	0.451500	587	435	468	510	0	0	2000
000000F	107770	109770	0.548500	0.451500	586	434	469	511	0	0	2000
000000F	107771	109771	0.549000	0.451000	586	434	468	512	0	0	2000
000000F	107925	109925	0.547500	0.452500	590	443	462	505	0	0	2000
000000F	107926	109926	0.547500	0.452500	589	443	462	506	0	0	2000
000000F	107940	109940	0.549500	0.450500	597	444	457	502	0	0	2000
000000F	107943	109943	0.549000	0.451000	596	446	456	502	0	0	2000
000000F	107944	109944	0.549500	0.450500	597	446	455	502	0	0	2000
000000F	107945	109945	0.550000	0.450000	598	445	455	502	0	0	2000
000000F	108050	110050	0.555000	0.445000	604	441	449	506	0	0	2000
000000F	112080	114080	0.603000	0.397000	622	377	417	584	0	0	2000
000000F	112317	114317	0.586500	0.413500	624	388	439	549	0	0	2000
000000F	112325	114325	0.584500	0.415500	621	391	440	548	0	0	2000
000000F	112756	114756	0.555500	0.444500	603	468	421	508	0	0	2000
000000F	112757	114757	0.555500	0.444500	602	468	421	509	0	0	2000
000000F	112786	114786	0.551000	0.449000	593	477	421	509	0	0	2000
000000F	112787	114787	0.551000	0.449000	593	477	421	509	0	0	2000
000000F	112788	114788	0.550500	0.449500	592	478	421	509	0	0	2000
000000F	112864	114864	0.537000	0.463000	576	497	429	498	0	0	2000
000000F	113736	115736	0.467500	0.532500	483	611	454	452	0	0	2000
000000F	113737	115737	0.467000	0.533000	483	611	455	451	0	0	2000
000000F	113742	115742	0.465000	0.535000	479	613	457	451	0	0	2000
000000F	113750	115750	0.466500	0.533500	479	610	457	454	0	0	2000
