#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	21063	23063	0.600500	0.399500	572	337	462	629	0	0	2000
000000F	22175	24175	0.619000	0.381000	573	356	406	665	0	0	2000
000000F	25143	27143	0.509000	0.491000	476	421	561	542	0	0	2000
000000F	31263	33263	0.615000	0.385000	638	404	366	592	0	0	2000
000000F	31464	33464	0.620500	0.379500	658	414	345	583	0	0	2000
000000F	31524	33524	0.620000	0.380000	658	422	338	582	0	0	2000
000000F	32953	34953	0.591500	0.408500	603	442	375	580	0	0	2000
000000F	33063	35063	0.589500	0.410500	600	429	392	579	0	0	2000
000000F	33587	35587	0.595000	0.405000	611	383	427	579	0	0	2000
000000F	39291	41291	0.398500	0.601500	406	644	559	391	0	0	2000
000000F	43801	45801	0.568000	0.432000	583	514	350	553	0	0	2000
000000F	43803	45803	0.568000	0.432000	581	514	350	555	0	0	2000
000000F	50634	52634	0.504500	0.495500	558	483	508	451	0	0	2000
000000F	65291	67291	0.598500	0.401500	573	345	458	624	0	0	2000
000000F	74646	76646	0.497500	0.502500	495	509	496	500	0	0	2000
000000F	74693	76693	0.502000	0.498000	500	506	490	504	0	0	2000
000000F	78333	80333	0.547500	0.452500	568	513	392	527	0	0	2000
000000F	96184	98184	0.556500	0.443500	504	408	479	609	0	0	2000
000000F	101197	103197	0.574500	0.425500	457	435	416	692	0	0	2000
000000F	101200	103200	0.575500	0.424500	460	434	415	691	0	0	2000
000000F	101203	103203	0.576000	0.424000	461	433	415	691	0	0	2000
000000F	110608	112608	0.614000	0.386000	613	419	353	615	0	0	2000
000000F	111586	113586	0.609000	0.391000	633	390	392	585	0	0	2000
000000F	111587	113587	0.609500	0.390500	634	389	392	585	0	0	2000
000000F	111595	113595	0.608500	0.391500	630	389	394	587	0	0	2000
000000F	111627	113627	0.607000	0.393000	626	387	399	588	0	0	2000
000000F	111630	113630	0.607000	0.393000	626	387	399	588	0	0	2000
000000F	111640	113640	0.608500	0.391500	628	386	397	589	0	0	2000
000000F	111659	113659	0.610500	0.389500	631	386	393	590	0	0	2000
000000F	112820	114820	0.545500	0.454500	586	486	423	505	0	0	2000
000000F	112829	114829	0.544000	0.456000	584	488	424	504	0	0	2000
000000F	112835	114835	0.542500	0.457500	582	490	425	503	0	0	2000
000000F	113253	115253	0.490500	0.509500	518	574	445	463	0	0	2000
000000F	116476	118476	0.561000	0.439000	587	420	458	535	0	0	2000
000000F	116477	118477	0.561000	0.439000	587	419	459	535	0	0	2000
000000F	148550	150550	0.593000	0.407000	702	459	355	484	0	0	2000
000000F	162515	164515	0.511000	0.489000	541	493	485	481	0	0	2000
000000F	164669	166669	0.511000	0.489000	632	441	537	390	0	0	2000
000000F	171992	173992	0.377500	0.622500	404	679	566	351	0	0	2000
000000F	189439	191439	0.585500	0.414500	584	460	369	587	0	0	2000
000000F	189443	191443	0.584500	0.415500	586	462	369	583	0	0	2000
000000F	189446	191446	0.584500	0.415500	587	462	369	582	0	0	2000
000000F	189449	191449	0.584500	0.415500	587	461	370	582	0	0	2000
000000F	189450	191450	0.584500	0.415500	588	461	370	581	0	0	2000
000000F	189454	191454	0.585000	0.415000	588	460	370	582	0	0	2000
000000F	203833	205833	0.590000	0.410000	578	455	365	602	0	0	2000
000000F	203842	205842	0.589500	0.410500	573	454	367	606	0	0	2000
000000F	204424	206424	0.585000	0.415000	552	445	385	618	0	0	2000
000000F	204426	206426	0.584000	0.416000	550	445	387	618	0	0	2000
000000F	204443	206443	0.582500	0.417500	546	446	389	619	0	0	2000
000000F	204456	206456	0.582500	0.417500	547	445	390	618	0	0	2000
000000F	204480	206480	0.579000	0.421000	543	444	398	615	0	0	2000
000000F	204488	206488	0.579000	0.421000	544	444	398	614	0	0	2000
000000F	209840	211840	0.490500	0.509500	398	483	536	583	0	0	2000
000000F	209864	211864	0.487500	0.512500	392	486	539	583	0	0	2000
000000F	212150	214150	0.490500	0.509500	442	580	439	539	0	0	2000
000000F	212722	214722	0.516500	0.483500	459	585	382	574	0	0	2000
000000F	215808	217808	0.591500	0.408500	602	399	418	581	0	0	2000
000000F	215809	217809	0.591500	0.408500	602	399	418	581	0	0	2000
000000F	219260	221260	0.561000	0.439000	595	386	492	527	0	0	2000
000000F	219283	221283	0.561000	0.439000	600	384	494	522	0	0	2000
000000F	219286	221286	0.560500	0.439500	598	385	494	523	0	0	2000
000000F	219309	221309	0.562000	0.438000	600	383	493	524	0	0	2000
000000F	240678	242678	0.565000	0.435000	551	476	394	579	0	0	2000
000000F	243647	245647	0.532500	0.467500	507	495	440	558	0	0	2000
000000F	243658	245658	0.532500	0.467500	506	495	440	559	0	0	2000
000000F	243663	245663	0.533000	0.467000	508	495	439	558	0	0	2000
000000F	250253	252253	0.612000	0.388000	611	382	394	613	0	0	2000
000000F	250254	252254	0.612500	0.387500	612	382	393	613	0	0	2000
000000F	251556	253556	0.575000	0.425000	592	395	455	558	0	0	2000
000000F	251562	253562	0.573000	0.427000	589	396	458	557	0	0	2000
000000F	251565	253565	0.572000	0.428000	589	397	459	555	0	0	2000
000000F	253166	255166	0.421500	0.578500	460	572	585	383	0	0	2000
000000F	253591	255591	0.409500	0.590500	404	552	629	415	0	0	2000
000000F	256865	258865	0.508500	0.491500	535	551	432	482	0	0	2000
000000F	289344	291344	0.549000	0.451000	601	381	521	497	0	0	2000
000000F	308711	310711	0.569500	0.430500	512	457	404	627	0	0	2000
000000F	309401	311401	0.555500	0.444500	572	432	457	539	0	0	2000
000000F	309896	311896	0.533000	0.467000	579	507	427	487	0	0	2000
000000F	312251	314251	0.547500	0.452500	536	399	506	559	0	0	2000
000000F	312270	314270	0.549000	0.451000	535	396	506	563	0	0	2000
000000F	312275	314275	0.548500	0.451500	534	396	507	563	0	0	2000
000000F	312276	314276	0.549000	0.451000	535	396	506	563	0	0	2000
000000F	312277	314277	0.549500	0.450500	536	396	505	563	0	0	2000
000000F	312280	314280	0.551000	0.449000	537	394	504	565	0	0	2000
000000F	312800	314800	0.560500	0.439500	525	387	492	596	0	0	2000
000000F	312801	314801	0.560500	0.439500	526	387	492	595	0	0	2000
000000F	312803	314803	0.561000	0.439000	526	385	493	596	0	0	2000
000000F	312808	314808	0.561500	0.438500	528	384	493	595	0	0	2000
000000F	312809	314809	0.561000	0.439000	527	384	494	595	0	0	2000
000000F	312814	314814	0.561000	0.439000	529	386	492	593	0	0	2000
000000F	313013	315013	0.561000	0.439000	516	393	485	606	0	0	2000
000000F	313027	315027	0.559000	0.441000	512	397	485	606	0	0	2000
000000F	319421	321421	0.583500	0.416500	513	416	417	654	0	0	2000
000000F	323672	325672	0.573000	0.427000	444	448	406	702	0	0	2000
