#		snp_shared_1990	snp_shared_2015	snp_unique_1990_freebayes	snp_unique_1990_samtools	snp_unique_1990_gatk	snp_unique_2015_freebayes	snp_unique_2015_samtools	snp_unique_2015_gatk	
000000F	261709	265403	42	36	0	0	0	0	0	0
000000F	392029	397395	90	85	0	1	1	0	0	5
000000F	523115	530750	46	38	2	0	8	1	0	7
000000F	653450	656518	16	16	0	0	0	0	0	8
000000F	785740	788442	80	75	4	2	0	3	3	0
000000F	916888	917781	4	4	0	0	0	0	0	0
000000F	1177447	1180251	32	29	1	0	0	2	0	2
000000F	81293	82161	0	2	0	0	0	0	0	0
000000F	114254	115547	56	55	0	27	0	0	21	0
000000F	146094	147545	13	0	0	0	0	0	0	2
000000F	163676	163973	0	0	0	0	0	0	0	0
000000F	196362	200520	155	123	2	0	9	0	0	15
000000F	212402	214079	4	4	2	1	9	2	0	6
000000F	228577	229574	5	0	0	0	0	0	0	0
000000F	290875	295194	42	30	0	5	21	0	3	13
000000F	425840	426332	1	1	0	0	0	0	0	0
000000F	441682	443242	202	199	0	8	3	0	9	3
000000F	573009	574463	21	17	0	0	0	0	0	0
000000F	621233	625387	22	19	0	0	6	0	0	0
000000F	752587	753724	13	11	0	0	0	0	0	1
000000F	817873	820016	30	13	0	0	2	2	0	1
000000F	867844	869131	10	9	0	0	0	0	0	0
000000F	900741	902292	1	3	2	0	4	2	0	1
000000F	932340	935523	28	26	1	0	1	0	10	0
000000F	982875	983434	2	2	0	0	0	0	0	0
000000F	1064468	1067262	34	33	1	1	7	1	0	4
000000F	1097241	1098404	9	14	0	0	1	0	13	8
000000F	1110690	1120231	62	56	2	0	1	1	0	8
000000F	1156080	1167155	51	31	0	0	1	0	3	48
000000F	1277842	1279976	15	11	0	0	0	0	0	15
000000F	831	3598	1	0	0	0	1	0	0	4
000000F	3666	4191	1	0	0	0	2	0	0	3
000000F	6978	7625	1	1	0	0	0	0	0	2
000000F	26767	27595	1	2	0	0	0	0	0	0
000000F	29594	31268	19	11	0	0	58	0	3	29
000000F	36246	41016	33	16	0	9	80	1	15	49
000000F	51964	52696	2	1	0	0	0	0	0	0
000000F	52824	53082	0	1	0	0	0	0	0	0
000000F	67517	67955	30	30	1	0	0	0	0	0
000000F	75329	76646	73	50	1	2	11	2	9	20
000000F	79540	80624	0	2	0	0	0	0	0	0
000000F	94997	96590	1	3	0	0	0	0	0	0
000000F	102294	102723	0	0	0	0	0	0	0	0
000000F	109599	109987	2	0	0	0	0	0	0	0
000000F	123021	123283	0	0	0	0	0	0	0	0
000000F	139193	139884	25	18	0	0	2	0	0	1
000000F	139955	140693	21	23	0	0	0	0	0	0
000000F	142288	142536	0	0	0	0	0	0	0	0
000000F	142847	144795	34	29	0	0	0	0	0	0
000000F	148473	149374	2	0	0	0	0	0	0	0
000000F	154197	154599	4	7	0	1	0	0	1	0
000000F	163172	163476	1	2	0	0	0	0	0	0
000000F	164701	165598	12	13	0	0	0	0	0	0
000000F	166037	168139	16	13	1	0	0	0	0	5
000000F	169028	170212	4	3	0	0	0	0	0	0
000000F	170957	174169	20	16	1	1	0	1	0	5
000000F	175761	179668	43	37	0	0	4	0	0	5
000000F	180325	181564	10	13	0	0	0	0	0	0
