#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	33059	35059	0.589500	0.410500	598	430	391	581	0	0	2000
000000F	33068	35068	0.590500	0.409500	602	426	393	579	0	0	2000
000000F	33584	35584	0.596000	0.404000	612	382	426	580	0	0	2000
000000F	49625	51625	0.573500	0.426500	655	470	383	492	0	0	2000
000000F	66924	68924	0.598500	0.401500	517	273	530	680	0	0	2000
000000F	74586	76586	0.492500	0.507500	489	512	503	496	0	0	2000
000000F	112770	114770	0.553000	0.447000	597	473	421	509	0	0	2000
000000F	112774	114774	0.552500	0.447500	597	474	421	508	0	0	2000
000000F	113766	115766	0.467500	0.532500	479	610	455	456	0	0	2000
000000F	116401	118401	0.567000	0.433000	598	415	451	536	0	0	2000
000000F	116402	118402	0.567000	0.433000	598	415	451	536	0	0	2000
000000F	116474	118474	0.561000	0.439000	587	420	458	535	0	0	2000
000000F	195542	197542	0.491000	0.509000	555	406	612	427	0	0	2000
000000F	203851	205851	0.591000	0.409000	577	452	366	605	0	0	2000
000000F	204202	206202	0.586000	0.414000	562	439	389	610	0	0	2000
000000F	215810	217810	0.591500	0.408500	602	398	419	581	0	0	2000
000000F	272979	274979	0.511500	0.488500	462	600	377	561	0	0	2000
000000F	273433	275433	0.509000	0.491000	453	597	385	565	0	0	2000
000000F	309910	311910	0.535000	0.465000	579	506	424	491	0	0	2000
000000F	315552	317552	0.626000	0.374000	621	417	331	631	0	0	2000
000000F	315561	317561	0.626000	0.374000	622	420	328	630	0	0	2000
000000F	347844	349844	0.521500	0.478500	598	472	485	445	0	0	2000
000000F	387674	389674	0.519500	0.480500	451	516	445	588	0	0	2000
000000F	387678	389678	0.520000	0.480000	452	515	445	588	0	0	2000
000000F	400284	402284	0.491000	0.509000	425	595	423	557	0	0	2000
000000F	401855	403855	0.545500	0.454500	498	481	428	593	0	0	2000
000000F	406470	408470	0.513500	0.486500	547	447	526	480	0	0	2000
000000F	436949	438949	0.545500	0.454500	578	496	413	513	0	0	2000
000000F	436971	438971	0.543000	0.457000	573	496	418	513	0	0	2000
000000F	436973	438973	0.542500	0.457500	571	497	418	514	0	0	2000
000000F	488733	490733	0.585500	0.414500	557	416	413	614	0	0	2000
000000F	489417	491417	0.525000	0.475000	481	547	403	569	0	0	2000
000000F	493862	495862	0.627500	0.372500	580	365	380	675	0	0	2000
000000F	509749	511749	0.477500	0.522500	469	491	554	486	0	0	2000
000000F	509750	511750	0.477500	0.522500	469	490	555	486	0	0	2000
000000F	510104	512104	0.493500	0.506500	526	466	547	461	0	0	2000
000000F	534244	536244	0.506000	0.494000	482	522	466	530	0	0	2000
000000F	546772	548772	0.586500	0.413500	587	441	386	586	0	0	2000
000000F	666721	668721	0.594000	0.406000	608	381	431	580	0	0	2000
000000F	683854	685854	0.490500	0.509500	404	590	429	577	0	0	2000
000000F	684027	686027	0.493000	0.507000	407	588	426	579	0	0	2000
000000F	684298	686298	0.499500	0.500500	431	586	415	568	0	0	2000
000000F	720928	722928	0.564000	0.436000	566	469	403	562	0	0	2000
000000F	754845	756845	0.514000	0.486000	567	440	532	461	0	0	2000
000000F	761816	763816	0.478500	0.521500	454	566	477	503	0	0	2000
000000F	766657	768657	0.621000	0.379000	617	330	428	625	0	0	2000
000000F	767345	769345	0.618000	0.382000	587	388	376	649	0	0	2000
000000F	767350	769350	0.617500	0.382500	587	388	377	648	0	0	2000
000000F	767354	769354	0.617000	0.383000	584	388	378	650	0	0	2000
000000F	773201	775201	0.556000	0.444000	540	495	393	572	0	0	2000
000000F	777415	779415	0.632000	0.368000	660	313	423	604	0	0	2000
000000F	777419	779419	0.632500	0.367500	659	312	423	606	0	0	2000
000000F	777421	779421	0.632500	0.367500	660	313	422	605	0	0	2000
000000F	778409	780409	0.672000	0.328000	668	364	292	676	0	0	2000
000000F	778846	780846	0.662000	0.338000	633	409	267	691	0	0	2000
000000F	778847	780847	0.662500	0.337500	633	409	266	692	0	0	2000
000000F	778850	780850	0.662000	0.338000	631	409	267	693	0	0	2000
000000F	782843	784843	0.554500	0.445500	540	352	539	569	0	0	2000
000000F	782861	784861	0.555000	0.445000	537	355	535	573	0	0	2000
000000F	783198	785198	0.545000	0.455000	520	383	527	570	0	0	2000
000000F	783215	785215	0.545500	0.454500	522	386	523	569	0	0	2000
000000F	783224	785224	0.546500	0.453500	522	386	521	571	0	0	2000
000000F	783240	785240	0.547500	0.452500	520	389	516	575	0	0	2000
000000F	783252	785252	0.547000	0.453000	519	388	518	575	0	0	2000
000000F	783282	785282	0.547500	0.452500	517	391	514	578	0	0	2000
000000F	783300	785300	0.547000	0.453000	516	393	513	578	0	0	2000
000000F	784576	786576	0.502000	0.498000	583	554	442	421	0	0	2000
000000F	784577	786577	0.501500	0.498500	583	555	442	420	0	0	2000
000000F	784578	786578	0.501500	0.498500	583	555	442	420	0	0	2000
000000F	784603	786603	0.498000	0.502000	576	562	442	420	0	0	2000
000000F	784621	786621	0.495500	0.504500	579	565	444	412	0	0	2000
000000F	786728	788728	0.392000	0.608000	425	819	397	359	0	0	2000
000000F	790026	792026	0.592500	0.407500	597	368	447	588	0	0	2000
000000F	819701	821701	0.577500	0.422500	549	441	404	606	0	0	2000
000000F	819703	821703	0.578000	0.422000	549	440	404	607	0	0	2000
000000F	819707	821707	0.578000	0.422000	550	439	405	606	0	0	2000
000000F	819708	821708	0.578000	0.422000	550	439	405	606	0	0	2000
000000F	835989	837989	0.506500	0.493500	542	555	432	471	0	0	2000
000000F	839369	841369	0.561000	0.439000	555	464	414	567	0	0	2000
000000F	839863	841863	0.536000	0.464000	537	497	431	535	0	0	2000
000000F	846476	848476	0.592000	0.408000	535	414	402	649	0	0	2000
000000F	846711	848711	0.598500	0.401500	535	420	383	662	0	0	2000
000000F	846747	848747	0.602000	0.398000	542	412	384	662	0	0	2000
000000F	848127	850127	0.598000	0.402000	580	391	413	616	0	0	2000
000000F	848957	850957	0.603000	0.397000	590	435	359	616	0	0	2000
000000F	851930	853930	0.555000	0.445000	512	513	377	598	0	0	2000
000000F	851932	853932	0.555500	0.444500	513	512	377	598	0	0	2000
000000F	877317	879317	0.536000	0.464000	570	531	397	502	0	0	2000
000000F	877363	879363	0.537000	0.463000	568	530	396	506	0	0	2000
000000F	877401	879401	0.541000	0.459000	578	525	393	504	0	0	2000
000000F	889983	891983	0.617000	0.383000	621	414	352	613	0	0	2000
000000F	897436	899436	0.538500	0.461500	484	480	443	593	0	0	2000
000000F	940123	942123	0.526000	0.474000	508	434	514	544	0	0	2000
000000F	940133	942133	0.525500	0.474500	505	436	513	546	0	0	2000
000000F	943621	945621	0.505000	0.495000	468	534	456	542	0	0	2000
000000F	943624	945624	0.504500	0.495500	468	533	458	541	0	0	2000
000000F	948587	950587	0.503500	0.496500	535	542	451	472	0	0	2000
000000F	948590	950590	0.503000	0.497000	535	542	452	471	0	0	2000
000000F	955583	957583	0.465500	0.534500	428	501	568	503	0	0	2000
000000F	960104	962104	0.569500	0.430500	578	429	432	561	0	0	2000
000000F	969432	971432	0.681000	0.319000	710	314	324	652	0	0	2000
000000F	969435	971435	0.680500	0.319500	710	315	324	651	0	0	2000
000000F	1016924	1018924	0.565000	0.435000	552	490	380	578	0	0	2000
000000F	1016978	1018978	0.562500	0.437500	550	497	378	575	0	0	2000
000000F	1020199	1022199	0.542500	0.457500	576	491	424	509	0	0	2000
000000F	1052513	1054513	0.501500	0.498500	460	586	411	543	0	0	2000
000000F	1052570	1054570	0.506000	0.494000	465	582	406	547	0	0	2000
000000F	1053601	1055601	0.507500	0.492500	529	599	386	486	0	0	2000
000000F	1058811	1060811	0.527500	0.472500	491	528	417	564	0	0	2000
000000F	1088205	1090205	0.612500	0.387500	640	378	397	585	0	0	2000
000000F	1090351	1092351	0.559500	0.440500	528	369	512	591	0	0	2000
000000F	1092062	1094062	0.478500	0.521500	432	506	537	525	0	0	2000
000000F	1108236	1110236	0.522000	0.478000	479	411	545	565	0	0	2000
000000F	1108237	1110237	0.522000	0.478000	479	410	546	565	0	0	2000
000000F	1169827	1171827	0.621000	0.379000	291	496	262	951	0	0	2000
000000F	1170264	1172264	0.609500	0.390500	286	483	298	933	0	0	2000
000000F	1170409	1172409	0.620500	0.379500	302	474	285	939	0	0	2000
000000F	1232761	1234761	0.572000	0.428000	696	469	387	448	0	0	2000
000000F	1233165	1235165	0.564500	0.435500	659	492	379	470	0	0	2000
000000F	1259176	1261176	0.439500	0.560500	398	570	551	481	0	0	2000
000000F	1260368	1262368	0.476500	0.523500	460	528	519	493	0	0	2000
000000F	1260373	1262373	0.476500	0.523500	462	527	520	491	0	0	2000
000000F	1276649	1278649	0.534000	0.466000	495	493	439	573	0	0	2000
000000F	1279637	1281637	0.565000	0.435000	534	467	403	596	0	0	2000
000000F	1279971	1281971	0.600500	0.399500	561	409	390	640	0	0	2000
000000F	1280332	1282332	0.589500	0.410500	564	396	425	615	0	0	2000
000000F	1300128	1302128	0.576000	0.424000	484	507	341	668	0	0	2000
000000F	1300499	1302499	0.572000	0.428000	474	493	363	670	0	0	2000
000000F	1338032	1340032	0.549500	0.450500	553	332	569	546	0	0	2000
000000F	1365139	1367139	0.618000	0.382000	502	390	374	734	0	0	2000
000000F	1365143	1367143	0.617000	0.383000	501	390	376	733	0	0	2000
000000F	1365189	1367189	0.608500	0.391500	487	400	383	730	0	0	2000
000000F	1365265	1367265	0.594500	0.405500	480	414	397	709	0	0	2000
000000F	1367431	1369431	0.373500	0.626500	348	652	601	399	0	0	2000
000000F	1368856	1370856	0.519500	0.480500	576	508	453	463	0	0	2000
000001F	35134	37134	0.538500	0.461500	501	473	450	576	0	0	2000
000001F	35141	37141	0.538000	0.462000	499	472	452	577	0	0	2000
000001F	35290	37290	0.553000	0.447000	507	455	439	599	0	0	2000
000001F	35303	37303	0.555000	0.445000	510	451	439	600	0	0	2000
000001F	56539	58539	0.555500	0.444500	459	518	371	652	0	0	2000
000001F	56702	58702	0.560500	0.439500	465	499	380	656	0	0	2000
000001F	108802	110802	0.650500	0.349500	646	368	331	655	0	0	2000
000001F	137548	139548	0.584000	0.416000	571	468	364	597	0	0	2000
000001F	159267	161267	0.599000	0.401000	586	408	394	612	0	0	2000
000001F	165734	167734	0.492500	0.507500	521	516	499	464	0	0	2000
000001F	168389	170389	0.567500	0.432500	551	409	456	584	0	0	2000
000001F	169218	171218	0.501500	0.498500	484	479	518	519	0	0	2000
000001F	169221	171221	0.500500	0.499500	483	479	520	518	0	0	2000
000001F	171266	173266	0.566000	0.434000	633	477	391	499	0	0	2000
000001F	174217	176217	0.540000	0.460000	559	466	454	521	0	0	2000
000001F	174219	176219	0.540500	0.459500	559	465	454	522	0	0	2000
000001F	175233	177233	0.563500	0.436500	549	424	449	578	0	0	2000
000001F	197381	199381	0.586000	0.414000	547	432	396	625	0	0	2000
000001F	213480	215480	0.528000	0.472000	559	497	447	497	0	0	2000
000001F	262370	264370	0.557500	0.442500	561	382	503	554	0	0	2000
000001F	266598	268598	0.525000	0.475000	523	459	491	527	0	0	2000
000001F	266602	268602	0.526000	0.474000	523	459	489	529	0	0	2000
000001F	268685	270685	0.557500	0.442500	517	430	455	598	0	0	2000
000001F	269088	271088	0.557000	0.443000	521	433	453	593	0	0	2000
000001F	271114	273114	0.553500	0.446500	585	422	471	522	0	0	2000
000001F	271141	273141	0.555000	0.445000	589	420	470	521	0	0	2000
000001F	271143	273143	0.556000	0.444000	589	418	470	523	0	0	2000
000001F	276790	278790	0.561000	0.439000	560	432	446	562	0	0	2000
000001F	285539	287539	0.513500	0.486500	520	469	504	507	0	0	2000
000001F	309119	311119	0.588000	0.412000	590	408	416	586	0	0	2000
000001F	309122	311122	0.588000	0.412000	589	408	416	587	0	0	2000
000001F	309123	311123	0.588500	0.411500	590	408	415	587	0	0	2000
000001F	318774	320774	0.489000	0.511000	578	460	562	400	0	0	2000
000001F	318891	320891	0.470500	0.529500	561	461	598	380	0	0	2000
000001F	318894	320894	0.470000	0.530000	560	463	597	380	0	0	2000
000001F	318904	320904	0.470000	0.530000	556	463	597	384	0	0	2000
000001F	321302	323302	0.501500	0.498500	498	423	574	505	0	0	2000
000001F	322812	324812	0.402500	0.597500	508	752	443	297	0	0	2000
000001F	322813	324813	0.403000	0.597000	508	751	443	298	0	0	2000
000001F	322814	324814	0.402500	0.597500	507	752	443	298	0	0	2000
000001F	326586	328586	0.478000	0.522000	493	591	453	463	0	0	2000
000001F	331286	333286	0.511000	0.489000	587	522	456	435	0	0	2000
000001F	334194	336194	0.560500	0.439500	553	410	469	568	0	0	2000
000001F	334200	336200	0.559500	0.440500	550	411	470	569	0	0	2000
000001F	334204	336204	0.560000	0.440000	549	410	470	571	0	0	2000
000001F	356882	358882	0.569500	0.430500	517	443	418	622	0	0	2000
000001F	357310	359310	0.551000	0.449000	475	476	422	627	0	0	2000
000001F	358552	360552	0.552500	0.447500	629	455	440	476	0	0	2000
000001F	382565	384565	0.506500	0.493500	494	480	507	519	0	0	2000
000001F	421796	423796	0.512000	0.488000	531	449	527	493	0	0	2000
000001F	421802	423802	0.511500	0.488500	533	451	526	490	0	0	2000
000001F	421803	423803	0.511000	0.489000	532	452	526	490	0	0	2000
000001F	421811	423811	0.511000	0.489000	532	450	528	490	0	0	2000
000001F	425591	427591	0.467000	0.533000	477	555	511	457	0	0	2000
000001F	425635	427635	0.469000	0.531000	482	556	506	456	0	0	2000
000001F	425651	427651	0.468000	0.532000	479	557	507	457	0	0	2000
000001F	427347	429347	0.546000	0.454000	482	457	451	610	0	0	2000
000001F	427617	429617	0.568000	0.432000	524	426	438	612	0	0	2000
000001F	427618	429618	0.568500	0.431500	525	425	438	612	0	0	2000
000001F	428391	430391	0.627500	0.372500	582	381	364	673	0	0	2000
000001F	428392	430392	0.628000	0.372000	583	380	364	673	0	0	2000
000001F	437901	439901	0.599500	0.400500	573	401	400	626	0	0	2000
000001F	456503	458503	0.393500	0.606500	421	511	702	366	0	0	2000
000001F	487388	489388	0.572500	0.427500	615	431	424	530	0	0	2000
000001F	554127	556127	0.508500	0.491500	534	511	472	483	0	0	2000
000001F	573087	575087	0.513500	0.486500	504	479	494	523	0	0	2000
000001F	573219	575219	0.510000	0.490000	494	480	500	526	0	0	2000
000001F	573431	575431	0.511500	0.488500	488	486	491	535	0	0	2000
000001F	573483	575483	0.508500	0.491500	486	488	495	531	0	0	2000
000001F	573523	575523	0.506500	0.493500	484	489	498	529	0	0	2000
000001F	574030	576030	0.508000	0.492000	462	482	502	554	0	0	2000
000001F	574149	576149	0.505500	0.494500	445	489	500	566	0	0	2000
000001F	574181	576181	0.503500	0.496500	443	485	508	564	0	0	2000
000001F	576208	578208	0.527500	0.472500	554	438	507	501	0	0	2000
000001F	614661	616661	0.485500	0.514500	465	466	563	506	0	0	2000
000001F	614662	616662	0.485500	0.514500	466	466	563	505	0	0	2000
000001F	640397	642397	0.594000	0.406000	664	377	435	524	0	0	2000
000001F	640400	642400	0.593500	0.406500	664	377	436	523	0	0	2000
000001F	691470	693470	0.506000	0.494000	487	522	466	525	0	0	2000
000001F	692061	694061	0.492000	0.508000	475	511	505	509	0	0	2000
000001F	695148	697148	0.440500	0.559500	433	612	507	448	0	0	2000
000001F	714367	716367	0.582500	0.417500	609	376	459	556	0	0	2000
000001F	714373	716373	0.583000	0.417000	612	377	457	554	0	0	2000
000001F	739791	741791	0.517500	0.482500	525	470	495	510	0	0	2000
000001F	746376	748376	0.620500	0.379500	688	401	358	553	0	0	2000
000001F	746379	748379	0.620000	0.380000	688	402	358	552	0	0	2000
000001F	768513	770513	0.490500	0.509500	431	392	627	550	0	0	2000
000001F	768604	770604	0.496500	0.503500	436	393	614	557	0	0	2000
000001F	769214	771214	0.547500	0.452500	526	336	569	569	0	0	2000
000001F	769217	771217	0.547500	0.452500	526	338	567	569	0	0	2000
000001F	769274	771274	0.552000	0.448000	532	338	558	572	0	0	2000
000001F	799855	801855	0.532000	0.468000	510	481	455	554	0	0	2000
000001F	808517	810517	0.547000	0.453000	658	553	353	436	0	0	2000
000001F	818530	820530	0.587000	0.413000	542	424	402	632	0	0	2000
000001F	824604	826604	0.417500	0.582500	414	750	415	421	0	0	2000
000001F	870419	872419	0.508500	0.491500	513	550	433	504	0	0	2000
000001F	904894	906894	0.501500	0.498500	446	618	379	557	0	0	2000
000001F	904906	906906	0.503500	0.496500	449	617	376	558	0	0	2000
000005F	15716	17716	0.538000	0.462000	570	441	483	506	0	0	2000
000005F	44180	46180	0.551000	0.449000	609	379	519	493	0	0	2000
000005F	65118	67118	0.492000	0.508000	576	546	470	408	0	0	2000
000005F	65123	67123	0.491500	0.508500	576	545	472	407	0	0	2000
000005F	65409	67409	0.495000	0.505000	575	552	458	415	0	0	2000
000005F	78026	80026	0.424000	0.576000	452	544	608	396	0	0	2000
000005F	78032	80032	0.425000	0.575000	450	544	606	400	0	0	2000
000005F	78667	80667	0.409000	0.591000	394	552	630	424	0	0	2000
000005F	105291	107291	0.613500	0.386500	533	415	358	694	0	0	2000
000005F	105830	107830	0.606500	0.393500	520	412	375	693	0	0	2000
000005F	121803	123803	0.505000	0.495000	493	531	459	517	0	0	2000
000005F	176276	178276	0.588500	0.411500	617	429	394	560	0	0	2000
000005F	176287	178287	0.588000	0.412000	615	427	397	561	0	0	2000
000005F	233640	235640	0.571500	0.428500	557	452	405	586	0	0	2000
000005F	245459	247459	0.649500	0.350500	640	365	336	659	0	0	2000
000005F	248837	250837	0.480000	0.520000	486	481	559	474	0	0	2000
000005F	252473	254473	0.508500	0.491500	429	386	597	588	0	0	2000
000005F	259510	261510	0.601000	0.399000	643	391	407	559	0	0	2000
000005F	259513	261513	0.600500	0.399500	642	390	409	559	0	0	2000
000005F	280241	282241	0.495000	0.505000	545	486	524	445	0	0	2000
000005F	288724	290724	0.523500	0.476500	514	490	463	533	0	0	2000
000005F	289221	291221	0.550000	0.450000	570	423	477	530	0	0	2000
000005F	298478	300478	0.586500	0.413500	631	431	396	542	0	0	2000
000005F	298481	300481	0.587000	0.413000	631	430	396	543	0	0	2000
000005F	298482	300482	0.587500	0.412500	632	429	396	543	0	0	2000
000005F	346974	348974	0.593000	0.407000	575	339	475	611	0	0	2000
000005F	346975	348975	0.593500	0.406500	575	339	474	612	0	0	2000
000005F	346981	348981	0.593500	0.406500	575	339	474	612	0	0	2000
000005F	347498	349498	0.583500	0.416500	590	352	481	577	0	0	2000
000005F	350300	352300	0.588500	0.411500	625	274	549	552	0	0	2000
000005F	350304	352304	0.588500	0.411500	624	274	549	553	0	0	2000
000005F	452593	454593	0.517000	0.483000	528	425	541	506	0	0	2000
000005F	472438	474438	0.559500	0.440500	604	468	413	515	0	0	2000
000005F	472913	474913	0.559000	0.441000	590	472	410	528	0	0	2000
000005F	478865	480865	0.554500	0.445500	545	450	441	564	0	0	2000
000005F	478891	480891	0.553000	0.447000	541	452	442	565	0	0	2000
000005F	482409	484409	0.537000	0.463000	582	347	579	492	0	0	2000
000005F	487759	489759	0.435000	0.565000	355	717	413	515	0	0	2000
000005F	494709	496709	0.536500	0.463500	546	456	471	527	0	0	2000
000005F	558352	560352	0.563000	0.437000	508	385	489	618	0	0	2000
000005F	558354	560354	0.562500	0.437500	507	386	489	618	0	0	2000
000005F	559175	561175	0.547500	0.452500	549	509	396	546	0	0	2000
000005F	559177	561177	0.547000	0.453000	548	510	396	546	0	0	2000
000005F	588794	590794	0.513500	0.486500	555	379	594	472	0	0	2000
000005F	588795	590795	0.513000	0.487000	555	380	594	471	0	0	2000
000005F	606425	608425	0.560000	0.440000	506	385	495	614	0	0	2000
000005F	606672	608672	0.558000	0.442000	510	399	485	606	0	0	2000
000005F	607709	609709	0.551500	0.448500	590	433	464	513	0	0	2000
000005F	627760	629760	0.482000	0.518000	448	545	491	516	0	0	2000
000005F	627782	629782	0.488000	0.512000	448	538	486	528	0	0	2000
000005F	632193	634193	0.556000	0.444000	533	389	499	579	0	0	2000
000005F	632358	634358	0.556500	0.443500	561	377	510	552	0	0	2000
000005F	632387	634387	0.556500	0.443500	560	376	511	553	0	0	2000
000005F	632401	634401	0.557000	0.443000	563	375	511	551	0	0	2000
000005F	632674	634674	0.553500	0.446500	560	391	502	547	0	0	2000
000005F	632776	634776	0.544500	0.455500	556	410	501	533	0	0	2000
000005F	638406	640406	0.526500	0.473500	503	318	629	550	0	0	2000
000005F	649781	651781	0.541000	0.459000	516	531	387	566	0	0	2000
000005F	649783	651783	0.541500	0.458500	516	529	388	567	0	0	2000
000005F	649785	651785	0.541500	0.458500	516	529	388	567	0	0	2000
000005F	649787	651787	0.541000	0.459000	517	529	389	565	0	0	2000
000005F	658245	660245	0.541000	0.459000	553	489	429	529	0	0	2000
000005F	658607	660607	0.558000	0.442000	569	436	448	547	0	0	2000
000005F	666138	668138	0.562000	0.438000	609	413	463	515	0	0	2000
000005F	669709	671709	0.595000	0.405000	608	423	387	582	0	0	2000
000005F	677435	679435	0.559000	0.441000	545	437	445	573	0	0	2000
000005F	677438	679438	0.559000	0.441000	545	437	445	573	0	0	2000
000005F	702202	704202	0.571500	0.428500	487	457	400	656	0	0	2000
000005F	702229	704229	0.576000	0.424000	490	455	393	662	0	0	2000
000005F	712706	714706	0.529500	0.470500	509	431	510	550	0	0	2000
000005F	716796	718796	0.683000	0.317000	253	386	248	1113	0	0	2000
000005F	716830	718830	0.683000	0.317000	257	390	244	1109	0	0	2000
000005F	716895	718895	0.681000	0.319000	255	394	244	1107	0	0	2000
000005F	734657	736657	0.555500	0.444500	618	419	470	493	0	0	2000
000005F	781333	783333	0.540500	0.459500	595	299	620	486	0	0	2000
000005F	783650	785650	0.543500	0.456500	564	439	474	523	0	0	2000
000005F	783788	785788	0.539500	0.460500	565	442	479	514	0	0	2000
000005F	783874	785874	0.547000	0.453000	577	431	475	517	0	0	2000
000005F	783967	785967	0.558000	0.442000	589	423	461	527	0	0	2000
000005F	813613	815613	0.521500	0.478500	502	432	525	541	0	0	2000
000005F	824536	826536	0.533500	0.466500	577	464	469	490	0	0	2000
000005F	824576	826576	0.537000	0.463000	575	463	463	499	0	0	2000
000005F	825272	827272	0.581000	0.419000	572	420	418	590	0	0	2000
000005F	825881	827881	0.578500	0.421500	549	417	426	608	0	0	2000
000005F	826302	828302	0.586500	0.413500	543	397	430	630	0	0	2000
000005F	826649	828649	0.582500	0.417500	540	381	454	625	0	0	2000
000003F	1	1108	0.556459	0.443541	312	257	234	304	0	0	1107
000003F	20968	22968	0.623500	0.376500	656	376	377	591	0	0	2000
000003F	26275	28275	0.562000	0.438000	628	404	472	496	0	0	2000
000003F	26281	28281	0.562000	0.438000	629	403	473	495	0	0	2000
000003F	43177	45177	0.460000	0.540000	448	508	572	472	0	0	2000
000003F	43179	45179	0.460500	0.539500	448	508	571	473	0	0	2000
000003F	45121	47121	0.557000	0.443000	584	452	434	530	0	0	2000
000003F	46130	48130	0.558500	0.441500	559	509	374	558	0	0	2000
000003F	46131	48131	0.558000	0.442000	558	510	374	558	0	0	2000
000003F	47142	49142	0.569000	0.431000	542	473	389	596	0	0	2000
000003F	47144	49144	0.569000	0.431000	541	473	389	597	0	0	2000
000003F	48900	50900	0.552000	0.448000	503	462	434	601	0	0	2000
000003F	48914	50914	0.552500	0.447500	502	459	436	603	0	0	2000
000003F	50758	52758	0.553000	0.447000	561	422	472	545	0	0	2000
000003F	50773	52773	0.552500	0.447500	560	420	475	545	0	0	2000
000003F	51092	53092	0.561000	0.439000	553	404	474	569	0	0	2000
000003F	52033	54033	0.570000	0.430000	552	452	408	588	0	0	2000
000003F	60838	62838	0.561000	0.439000	577	428	450	545	0	0	2000
000003F	65869	67869	0.563500	0.436500	541	454	419	586	0	0	2000
000003F	65877	67877	0.564000	0.436000	541	452	420	587	0	0	2000
000003F	101403	103403	0.624000	0.376000	643	424	328	605	0	0	2000
000003F	101417	103417	0.624500	0.375500	645	423	328	604	0	0	2000
000003F	121544	123544	0.540000	0.460000	454	516	404	626	0	0	2000
000003F	138829	140829	0.557500	0.442500	419	321	564	696	0	0	2000
000003F	140070	142070	0.584500	0.415500	496	454	377	673	0	0	2000
000003F	144262	146262	0.572500	0.427500	511	438	417	634	0	0	2000
000003F	153104	155104	0.568500	0.431500	772	408	455	365	0	0	2000
000003F	171931	173931	0.567000	0.433000	481	521	345	653	0	0	2000
000003F	171941	173941	0.567500	0.432500	482	519	346	653	0	0	2000
